,GWO,AO,BBO,ARO
385,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
386,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
387,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
388,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
389,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
390,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
391,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
392,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
393,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
394,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
395,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
396,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
397,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
398,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
399,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
400,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
401,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
402,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
403,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
404,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
405,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
406,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
407,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
