,BBO,GWO,AO,ARO
400,22789.02730700565,22786.958916615775,22798.93414737864,22787.323552899044
401,22789.02730700565,22786.958916615775,22798.93414737864,22787.323552899044
402,22789.02730700565,22786.958916615775,22798.93414737864,22787.323552899044
403,22789.02730700565,22786.958916615775,22798.93414737864,22787.323552899044
404,22789.02730700565,22786.958916615775,22798.93414737864,22787.323552899044
405,22789.02730700565,22786.958916615775,22798.93414737864,22787.323552899044
406,22789.02730700565,22786.958916615775,22798.93414737864,22787.323552899044
407,22789.02730700565,22786.958916615775,22798.93414737864,22787.323552899044
408,22789.02730700565,22786.958916615775,22798.93414737864,22787.323552899044
409,22789.02730700565,22786.958916615775,22798.93414737864,22787.323552899044
410,22789.02730700565,22786.958916615775,22798.93414737864,22787.323552899044
411,22789.02730700565,22786.958916615775,22798.93414737864,22787.323552899044
412,22789.02730700565,22786.958916615775,22798.93414737864,22787.323552899044
413,22789.02730700565,22786.958916615775,22798.93414737864,22787.323552899044
414,22789.02730700565,22786.958916615775,22798.93414737864,22787.323552899044
415,22789.02730700565,22786.958916615775,22798.93414737864,22787.323552899044
416,22789.02730700565,22786.958916615775,22798.93414737864,22787.323552899044
417,22789.02730700565,22786.958916615775,22798.93414737864,22787.323552899044
418,22789.02730700565,22786.958916615775,22791.25986099834,22787.323552899044
419,22789.02730700565,22786.958916615775,22791.25986099834,22787.323552899044
420,22789.02730700565,22786.958916615775,22791.25986099834,22787.323552899044
421,22789.02730700565,22786.958916615775,22791.25986099834,22787.323552899044
422,22789.02730700565,22786.958916615775,22791.25986099834,22787.323552899044
423,22789.02730700565,22786.958916615775,22791.25986099834,22787.323552899044
424,22789.02730700565,22786.958916615775,22791.25986099834,22787.323552899044
425,22789.02730700565,22786.958916615775,22791.25986099834,22787.323552899044
426,22789.02730700565,22786.958916615775,22791.25986099834,22787.323552899044
427,22789.02730700565,22786.958916615775,22791.25986099834,22787.323552899044
428,22789.02730700565,22786.958916615775,22791.25986099834,22787.323552899044
429,22789.02730700565,22786.958916615775,22791.25986099834,22787.323552899044
430,22789.02730700565,22786.958916615775,22791.25986099834,22787.323552899044
431,22789.02730700565,22786.93965691141,22791.25986099834,22787.323552899044
432,22789.02730700565,22786.93965691141,22791.25986099834,22787.323552899044
433,22789.02730700565,22786.93965691141,22791.25986099834,22787.323552899044
434,22789.02730700565,22786.93965691141,22791.25986099834,22787.323552899044
435,22789.02730700565,22786.93965691141,22791.25986099834,22787.323552899044
436,22789.02730700565,22786.93965691141,22791.25986099834,22787.323552899044
437,22789.02730700565,22786.93965691141,22791.25986099834,22787.323552899044
438,22789.02730700565,22786.93965691141,22791.25986099834,22787.323552899044
439,22789.02730700565,22786.93965691141,22791.25986099834,22787.323552899044
440,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
441,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
442,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
443,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
444,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
445,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
446,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
447,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
448,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
449,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
450,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
451,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
452,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
453,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
454,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
455,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
456,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
457,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
458,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
459,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
460,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
461,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
462,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
463,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
464,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
465,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
466,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
467,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
468,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
469,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
470,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
471,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
472,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
473,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
474,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
475,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
476,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
477,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
478,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
479,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
480,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
481,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
482,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
483,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
484,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
485,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
486,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
487,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
488,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
489,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
490,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
491,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
492,22789.02730700565,22786.297020609658,22791.25986099834,22787.323552899044
493,22789.02730700565,22786.079994765296,22791.25986099834,22787.323552899044
494,22789.02730700565,22785.90895913304,22791.25986099834,22787.323552899044
495,22789.02730700565,22785.90895913304,22791.25986099834,22787.323552899044
496,22789.02730700565,22785.90895913304,22791.25986099834,22787.323552899044
497,22789.02730700565,22785.90895913304,22791.25986099834,22787.323552899044
498,22789.02730700565,22785.90895913304,22791.25986099834,22787.323552899044
499,22789.02730700565,22785.90895913304,22791.25986099834,22787.323552899044
500,22789.02730700565,22785.90895913304,22791.25986099834,22787.323552899044
